Unnamed: 0,id,results_key,results,run_args,scenes_id,cost_id,log_id,dimension,task_id,plan_id,report_id,resources
32,426201,cores_num=1;model=cpu;timeout=60;type=benchmark,"{""#stress_ng_ops"": 65445.0, ""stress_ng_cpu_pi"": 25926276.0, ""stress_ng_cpu_fft"": 92307.0, ""stress_ng_cpu_gcd"": 189962.0, ""stress_ng_cpu_jmp"": 8217612.0, ""stress_ng_cpu_ln2"": 6769796.0, ""stress_ng_cpu_phi"": 1261119772.0, ""stress_ng_cpu_pjw"": 5490157.0, ""stress_ng_cpu_psi"": 348562713.0, ""stress_ng_cpu_rgb"": 3904528.0, ""stress_ng_cpu_gray"": 1570763.0, ""stress_ng_cpu_idct"": 5011687.0, ""stress_ng_cpu_int8"": 4256559.0, ""stress_ng_cpu_loop"": 1374586.0, ""stress_ng_cpu_rand"": 1146805.0, ""stress_ng_cpu_sdbm"": 8576445.0, ""stress_ng_cpu_sqrt"": 1042300.0, ""stress_ng_cpu_trig"": 81232.0, ""stress_ng_cpu_zeta"": 64906.0, ""stress_ng_sys_time"": 0.0, ""stress_ng_usr_time"": 59.75, ""stress_ng_cpu_crc16"": 9932.0, ""stress_ng_cpu_djb2a"": 8391056.0, ""stress_ng_cpu_euler"": 1624945620.0, ""stress_ng_cpu_float"": 2573465.0, ""stress_ng_cpu_fnv1a"": 8350885.0, ""stress_ng_cpu_gamma"": 23916.0, ""stress_ng_cpu_hanoi"": 16331.0, ""stress_ng_cpu_int16"": 4365662.0, ""stress_ng_cpu_int32"": 4267733.0, ""stress_ng_cpu_int64"": 4279952.0, ""stress_ng_cpu_nsqrt"": 1994715.0, ""stress_ng_cpu_omega"": 237553445.0, ""stress_ng_cpu_prime"": 30849.0, ""stress_ng_cpu_sieve"": 218749.0, ""stress_ng_cpu_union"": 976316.0, ""stress_ng_real_time"": 60.0, ""stress_ng_cpu_bitops"": 304591.0, ""stress_ng_cpu_cfloat"": 279303.0, ""stress_ng_cpu_dither"": 16873.0, ""stress_ng_cpu_double"": 698350.0, ""stress_ng_cpu_explog"": 12122.0, ""stress_ng_cpu_int128"": 1517929.0, ""stress_ng_cpu_jenkin"": 2283140.0, ""stress_ng_cpu_parity"": 1965779.0, ""stress_ng_cpu_queens"": 36523.0, ""stress_ng_cpu_rand48"": 368547.0, ""stress_ng_cpu_cdouble"": 928841.0, ""stress_ng_cpu_hamming"": 51793.0, ""stress_ng_cpu_callfunc"": 13966230.0, ""stress_ng_cpu_ackermann"": 57030.0, ""stress_ng_cpu_correlate"": 11959.0, ""stress_ng_cpu_fibonacci"": 1958883405.0, ""stress_ng_cpu_hyperbolic"": 94307.0, ""stress_ng_cpu_int32float"": 2478903.0, ""stress_ng_cpu_int64float"": 2555455.0, ""stress_ng_cpu_longdouble"": 87332.0, ""stress_ng_cpu_matrixprod"": 21950.0, ""stress_ng_cpu_clongdouble"": 3937.0, ""stress_ng_cpu_int128float"": 1641653.0, ""stress_ng_cpu_int32double"": 735294.0, ""stress_ng_cpu_int64double"": 741971.0, ""stress_ng_cpu_int128double"": 663479.0, ""stress_ng_cpu_int32longdouble"": 87580.0, ""stress_ng_cpu_int64longdouble"": 87789.0, ""#stress_ng_real_time_ops_per_s"": 1090.7, ""stress_ng_cpu_int128longdouble"": 87325.0, ""#stress_ng_usr_sys_time_ops_per_s"": 1095.31}","{""type"": ""benchmark"", ""model"": ""cpu"", ""timeout"": 60, ""cpu_load"": null, ""cores_num"": 1, ""background"": false, ""sleep_time"": 60, ""cores_factor"": null, ""interval_install_dir"": ""/data/stress_ng""}",119164,321069,321070,"{""cvm_cpu"": ""32"", ""platform"": ""qcloud"", ""test_name"": ""stress_ng_baseline"", ""tool_name"": ""stress_ng"", ""cvm_memory"": ""64 GB"", ""cvm_cpu_qos"": true, ""cvm_os_type"": ""CentOS Linux release 8.2.2004 (Core)"", ""cvm_version"": ""name_6"", ""cvm_cpu_type"": ""name_4"", ""tool_version"": ""0.12.04"", ""host_cpu_type"": ""name_5"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_7"", ""component_version"": ""default"", ""host_cpu_isolation"": {""host"": {""vm"": """", ""name_8"": ""4-5,10-11"", ""host"": ""0-3"", ""spdk"": ""6-9""}}, ""host_manufacturer_name"": ""name_3""}",73196311,344521,11152014,"{""cluster"": {""server"": 144262}, ""tool_env"": {""stress_ng"": [43559]}, ""component"": {""stress_ng"": [43560]}}"
33,208510,cores_num=1;model=cpu;timeout=60;type=benchmark,"{""#stress_ng_ops"": ""13057"", ""stress_ng_cpu_pi"": ""82865934"", ""stress_ng_cpu_fft"": ""29247"", ""stress_ng_cpu_gcd"": ""106291"", ""stress_ng_cpu_jmp"": ""7348739"", ""stress_ng_cpu_ln2"": ""6137993"", ""stress_ng_cpu_phi"": ""811486845"", ""stress_ng_cpu_pjw"": ""3646875"", ""stress_ng_cpu_psi"": ""318367705"", ""stress_ng_cpu_rgb"": ""3793879"", ""stress_ng_cpu_gray"": ""1411369"", ""stress_ng_cpu_idct"": ""2621862"", ""stress_ng_cpu_int8"": ""4301575"", ""stress_ng_cpu_loop"": ""1193524"", ""stress_ng_cpu_rand"": ""1306049"", ""stress_ng_cpu_sdbm"": ""6820503"", ""stress_ng_cpu_sqrt"": ""564541"", ""stress_ng_cpu_trig"": ""59635"", ""stress_ng_cpu_zeta"": ""46549"", ""stress_ng_sys_time"": ""0.00"", ""stress_ng_usr_time"": ""60.04"", ""stress_ng_cpu_crc16"": ""8733"", ""stress_ng_cpu_djb2a"": ""7699744"", ""stress_ng_cpu_euler"": ""1283971602"", ""stress_ng_cpu_float"": ""2467092"", ""stress_ng_cpu_fnv1a"": ""6887529"", ""stress_ng_cpu_gamma"": ""24858"", ""stress_ng_cpu_hanoi"": ""13880"", ""stress_ng_cpu_int16"": ""4519999"", ""stress_ng_cpu_int32"": ""4356999"", ""stress_ng_cpu_int64"": ""4376576"", ""stress_ng_cpu_nsqrt"": ""8654"", ""stress_ng_cpu_omega"": ""259201414"", ""stress_ng_cpu_prime"": ""1085"", ""stress_ng_cpu_sieve"": ""1605"", ""stress_ng_cpu_union"": ""1178074"", ""stress_ng_real_time"": ""60.07"", ""stress_ng_cpu_bitops"": ""258954"", ""stress_ng_cpu_cfloat"": ""271121"", ""stress_ng_cpu_dither"": ""15282"", ""stress_ng_cpu_double"": ""689013"", ""stress_ng_cpu_explog"": ""8935"", ""stress_ng_cpu_int128"": ""391080"", ""stress_ng_cpu_jenkin"": ""2318701"", ""stress_ng_cpu_parity"": ""1891350"", ""stress_ng_cpu_queens"": ""6518"", ""stress_ng_cpu_rand48"": ""297240"", ""stress_ng_cpu_cdouble"": ""579552"", ""stress_ng_cpu_hamming"": ""46265"", ""stress_ng_cpu_callfunc"": ""8965263"", ""stress_ng_cpu_ackermann"": ""506"", ""stress_ng_cpu_correlate"": ""2815"", ""stress_ng_cpu_fibonacci"": ""992382265"", ""stress_ng_cpu_hyperbolic"": ""96720"", ""stress_ng_cpu_int32float"": ""2452841"", ""stress_ng_cpu_int64float"": ""2472744"", ""stress_ng_cpu_longdouble"": ""85437"", ""stress_ng_cpu_matrixprod"": ""19180"", ""stress_ng_cpu_clongdouble"": ""4208"", ""stress_ng_cpu_int128float"": ""359834"", ""stress_ng_cpu_int32double"": ""726503"", ""stress_ng_cpu_int64double"": ""729024"", ""stress_ng_cpu_int128double"": ""261586"", ""stress_ng_cpu_int32longdouble"": ""84139"", ""stress_ng_cpu_int64longdouble"": ""84626"", ""#stress_ng_real_time_ops_per_s"": ""217.38"", ""stress_ng_cpu_int128longdouble"": ""70212"", ""#stress_ng_usr_sys_time_ops_per_s"": ""217.47""}","{""type"": ""benchmark"", ""model"": ""cpu"", ""timeout"": 60, ""cpu_load"": null, ""cores_num"": 1, ""background"": false, ""sleep_time"": 60, ""cores_factor"": null, ""interval_install_dir"": ""/data/stress_ng""}",57019,157801,157802,"{""cvm_cpu"": ""8"", ""platform"": ""default"", ""test_name"": ""stress_ng_debug"", ""tool_name"": ""stress_ng"", ""cvm_memory"": ""16 GB"", ""cvm_os_type"": ""CentOS Linux release 7.2 (Final)"", ""cvm_version"": null, ""name_13"": ""name_9"", ""tool_version"": ""0.07.29"", ""component_name"": ""cvm"", ""component_version"": ""default""}",22815365,102225,3484295,"{""cluster"": {""server"": 57516}, ""tool_env"": {""stress_ng"": [14117]}, ""component"": {""stress_ng"": [14118]}}"
34,347029,duration=300;pkgSpeed=140000,"{""tymydclient_qps"": 18282.0, ""tymydclient_RecvPkg"": 937999.0, ""tymydclient_SendPkg"": 938041.0, ""tymydclient_SendFail"": 0.0, ""#tymydclient_TimelyQps"": 149033.0, ""tymydclient_ReconnectTimes"": 0.0, ""tymydclient_TimelySendFail"": 0.0, ""tymydclient_TimelyAverageDelay"": 54.0}","{""host"": ""127.0.0.1"", ""duration"": 300, ""pkgSpeed"": 140000, ""onlineNum"": 1000}",99504,259621,259622,"{""cvm_cpu"": ""124"", ""platform"": ""qcloud"", ""test_name"": ""tymyd_baseline"", ""tool_name"": ""tymydclient"", ""cvm_memory"": ""424 GB"", ""cvm_cpu_qos"": true, ""cvm_os_type"": ""CentOS Linux release 8.2.2004 (Core)"", ""cvm_version"": ""name_17"", ""cvm_cpu_type"": ""name_0"", ""tool_version"": ""1.0"", ""host_cpu_type"": ""name_0"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_18"", ""component_version"": ""default"", ""host_cpu_isolation"": {""host"": {""vm"": ""2-32,38-68,74-104,110-140"", ""dpdk"": ""33-35,69-71,105-107,141-143"", ""host"": ""0-1,36-37"", ""spdk"": ""72-73,108-109""}}, ""host_manufacturer_name"": ""name_3""}",58531646,289260,8747899,"{""cluster"": {""server"": 114034}, ""tool_env"": {""tymydclient"": [36269]}, ""component"": {""tymydclient"": [36270]}}"
35,347048,test_1kb[keep_alive=False],"{""#wrk_qps_avg"": 173741.2, ""wrk_latency_avg"": 2.66, ""wrk_latency_max"": 255.5, ""wrk_transfer_sec"": 208.44, ""wrk_latency_stdev"": 6.85, ""wrk_latency_distribution_90"": 3.4}","{""https"": false, ""thread"": 62, ""duration"": 30, ""test_item"": ""1kb"", ""connection"": 6200, ""keep_alive"": false, ""net_params"": ""default""}",99511,259630,259631,"{""cvm_cpu"": ""62"", ""platform"": ""qcloud"", ""test_name"": ""nginx_wrk_tune_baseline"", ""tool_name"": ""nginx_wrk"", ""cvm_memory"": ""212 GB"", ""cvm_cpu_qos"": true, ""cvm_os_type"": ""CentOS Linux release 8.2.2004 (Core)"", ""cvm_version"": ""name_17"", ""cvm_cpu_type"": ""name_0"", ""tool_version"": ""1.16.7_4.1.0"", ""host_cpu_type"": ""name_0"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_18"", ""component_version"": ""default"", ""host_cpu_isolation"": {""host"": {""vm"": ""2-32,38-68,74-104,110-140"", ""dpdk"": ""33-35,69-71,105-107,141-143"", ""host"": ""0-1,36-37"", ""spdk"": ""72-73,108-109""}}, ""host_manufacturer_name"": ""name_3""}",58531596,289259,8747865,"{""cluster"": {""server"": 113123}, ""tool_env"": {""nginx_wrk"": [36267]}, ""component"": {""nginx_wrk"": [36268]}}"
36,494100,default,"{""#ls_time"": 18}",{},134559,148524,2562,"{""dd"": ""name_11"", ""cvm_cpu"": ""1"", ""platform"": ""default"", ""test_name"": ""demo"", ""tool_name"": ""ls"", ""cvm_memory"": ""2 GB"", ""cvm_os_type"": ""CentOS Linux release 7.6.1810 (Core)"", ""cvm_version"": ""name_11"", ""cvm_cpu_type"": ""name_9"", ""tool_version"": ""1.0"", ""host_cpu_type"": ""name_9"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_12"", ""component_version"": ""name_11"", ""host_cpu_isolation"": {""host"": {""vm"": ""1-3,5-22,25-27,29-46,49-51,53-70,73-75,77-94"", ""dpdk"": ""23,47,71,95"", ""host"": ""0,48"", ""spdk"": ""4,24,28,52,72,76""}}, ""host_manufacturer_name"": ""name_10""}",1d7c84b0-ce8e-4808-8384-0e7525995a9e,qta_task_result,14525532,"{""component"": {""ls"": [48687]}}"
37,208512,cores_num=0;model=zlib;timeout=60;type=benchmark,"{""#stress_ng_ops"": ""4098"", ""stress_ng_sys_time"": ""0.49"", ""stress_ng_usr_time"": ""474.39"", ""stress_ng_real_time"": ""60.31"", ""#stress_ng_real_time_ops_per_s"": ""67.95"", ""#stress_ng_usr_sys_time_ops_per_s"": ""8.63""}","{""type"": ""benchmark"", ""model"": ""zlib"", ""timeout"": 60, ""cpu_load"": null, ""cores_num"": 8, ""background"": false, ""sleep_time"": 60, ""cores_factor"": null, ""interval_install_dir"": ""/data/stress_ng""}",57019,157801,157802,"{""cvm_cpu"": ""8"", ""platform"": ""default"", ""test_name"": ""stress_ng_debug"", ""tool_name"": ""stress_ng"", ""cvm_memory"": ""16 GB"", ""cvm_os_type"": ""CentOS Linux release 7.2 (Final)"", ""cvm_version"": null, ""name_13"": ""name_9"", ""tool_version"": ""0.07.29"", ""component_name"": ""cvm"", ""component_version"": ""default""}",22815365,102225,3484295,"{""cluster"": {""server"": 57516}, ""tool_env"": {""stress_ng"": [14117]}, ""component"": {""stress_ng"": [14118]}}"
38,414749,"dbDriver=mysql,mode=read,numThreads=8,tableNum=50,tableSize=2000000","{""#sysbench_mysql_tps"": 816.33}","{""mode"": ""read"", ""dbDriver"": ""mysql"", ""tableNum"": 50, ""tableSize"": 2000000, ""numThreads"": 8}",116194,312504,312505,"{""cvm_cpu"": ""8"", ""platform"": ""qcloud"", ""test_name"": ""sysbench_mysql_baseline"", ""tool_name"": ""sysbench"", ""cvm_memory"": ""32 GB"", ""cvm_os_type"": ""CentOS Linux release 8.2.2004 (Core)"", ""cvm_version"": ""name_27"", ""cvm_cpu_type"": ""name_26"", ""tool_version"": ""1.0.17"", ""component_name"": ""cvm"", ""component_version"": ""lambo_分支_1000g""}",71160535,341974,10829150,"{""cluster"": {""server"": 140053}, ""tool_env"": {""sysbench"": [42478]}, ""component"": {""sysbench"": [42593]}}"
39,347030,duration=300;pkgSpeed=260000,"{""tymydclient_qps"": 192856.0, ""tymydclient_RecvPkg"": 34135645.0, ""tymydclient_SendPkg"": 34320000.0, ""tymydclient_SendFail"": 0.0, ""#tymydclient_TimelyQps"": 269562.0, ""tymydclient_ReconnectTimes"": 0.0, ""tymydclient_TimelySendFail"": 0.0, ""tymydclient_TimelyAverageDelay"": 165.0}","{""host"": ""127.0.0.1"", ""duration"": 300, ""pkgSpeed"": 260000, ""onlineNum"": 1000}",99504,259621,259622,"{""cvm_cpu"": ""124"", ""platform"": ""qcloud"", ""test_name"": ""tymyd_baseline"", ""tool_name"": ""tymydclient"", ""cvm_memory"": ""424 GB"", ""cvm_cpu_qos"": true, ""cvm_os_type"": ""CentOS Linux release 8.2.2004 (Core)"", ""cvm_version"": ""name_17"", ""cvm_cpu_type"": ""name_0"", ""tool_version"": ""1.0"", ""host_cpu_type"": ""name_0"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_18"", ""component_version"": ""default"", ""host_cpu_isolation"": {""host"": {""vm"": ""2-32,38-68,74-104,110-140"", ""dpdk"": ""33-35,69-71,105-107,141-143"", ""host"": ""0-1,36-37"", ""spdk"": ""72-73,108-109""}}, ""host_manufacturer_name"": ""name_3""}",58531646,289260,8747899,"{""cluster"": {""server"": 114034}, ""tool_env"": {""tymydclient"": [36269]}, ""component"": {""tymydclient"": [36270]}}"
40,426209,"duration=300,mode=cpu,threads=1","{""#sysbench_events_per_second"": 3572}","{""mode"": ""cpu"", ""threads"": 1, ""duration"": 300}",119168,321081,321082,"{""cvm_cpu"": ""70"", ""platform"": ""qcloud"", ""test_name"": ""sysbench_cpu_baseline"", ""tool_name"": ""sysbench"", ""cvm_memory"": ""192 GB"", ""cvm_os_type"": ""CentOS Linux release 8.2"", ""cvm_version"": ""name_14"", ""tool_version"": ""1.0.17"", ""component_name"": ""cvm"", ""component_version"": ""default""}",73257623,353809,11162651,"{""cluster"": {""server"": 143571}, ""tool_env"": {""sysbench"": [43384]}, ""component"": {""sysbench"": [43385]}}"
41,208519,"duration=300,mode=cpu,threads=1","{""#sysbench_events_per_second"": 1035}","{""mode"": ""cpu"", ""threads"": 1, ""duration"": 300}",56292,157811,157812,"{""cvm_cpu"": ""4"", ""platform"": ""default"", ""test_name"": ""sysbench_cpu_baseline"", ""tool_name"": ""sysbench"", ""cvm_memory"": ""16 GB"", ""cvm_os_type"": ""CentOS Linux release 7.2 (Final)"", ""cvm_version"": null, ""name_13"": ""name_9"", ""tool_version"": ""1.0.17"", ""component_name"": ""cvm"", ""component_version"": ""default""}",22822509,102145,3485287,"{""cluster"": {""server"": 57475}, ""tool_env"": {""sysbench"": [14359]}, ""component"": {""sysbench"": [14360]}}"
42,347031,duration=300;pkgSpeed=160000,"{""tymydclient_qps"": 19636.0, ""tymydclient_RecvPkg"": 1014115.0, ""tymydclient_SendPkg"": 1071851.0, ""tymydclient_SendFail"": 0.0, ""#tymydclient_TimelyQps"": 160539.0, ""tymydclient_ReconnectTimes"": 0.0, ""tymydclient_TimelySendFail"": 0.0, ""tymydclient_TimelyAverageDelay"": 87.0}","{""host"": ""127.0.0.1"", ""duration"": 300, ""pkgSpeed"": 160000, ""onlineNum"": 1000}",99504,259621,259622,"{""cvm_cpu"": ""124"", ""platform"": ""qcloud"", ""test_name"": ""tymyd_baseline"", ""tool_name"": ""tymydclient"", ""cvm_memory"": ""424 GB"", ""cvm_cpu_qos"": true, ""cvm_os_type"": ""CentOS Linux release 8.2.2004 (Core)"", ""cvm_version"": ""name_17"", ""cvm_cpu_type"": ""name_0"", ""tool_version"": ""1.0"", ""host_cpu_type"": ""name_0"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_18"", ""component_version"": ""default"", ""host_cpu_isolation"": {""host"": {""vm"": ""2-32,38-68,74-104,110-140"", ""dpdk"": ""33-35,69-71,105-107,141-143"", ""host"": ""0-1,36-37"", ""spdk"": ""72-73,108-109""}}, ""host_manufacturer_name"": ""name_3""}",58531646,289260,8747899,"{""cluster"": {""server"": 114034}, ""tool_env"": {""tymydclient"": [36269]}, ""component"": {""tymydclient"": [36270]}}"
43,347049,test_only_string_return,"{""#wrk_qps_avg"": 4834918.75, ""wrk_latency_avg"": 1.21, ""wrk_latency_max"": 210.77, ""wrk_transfer_sec"": 700.63, ""wrk_latency_stdev"": 0.403, ""wrk_latency_distribution_90"": 1.5}","{""https"": false, ""thread"": 62, ""duration"": 30, ""test_item"": ""only_string_return"", ""connection"": 6200, ""keep_alive"": true, ""net_params"": ""default""}",99511,259630,259631,"{""cvm_cpu"": ""62"", ""platform"": ""qcloud"", ""test_name"": ""nginx_wrk_tune_baseline"", ""tool_name"": ""nginx_wrk"", ""cvm_memory"": ""212 GB"", ""cvm_cpu_qos"": true, ""cvm_os_type"": ""CentOS Linux release 8.2.2004 (Core)"", ""cvm_version"": ""name_17"", ""cvm_cpu_type"": ""name_0"", ""tool_version"": ""1.16.7_4.1.0"", ""host_cpu_type"": ""name_0"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_18"", ""component_version"": ""default"", ""host_cpu_isolation"": {""host"": {""vm"": ""2-32,38-68,74-104,110-140"", ""dpdk"": ""33-35,69-71,105-107,141-143"", ""host"": ""0-1,36-37"", ""spdk"": ""72-73,108-109""}}, ""host_manufacturer_name"": ""name_3""}",58531596,289259,8747865,"{""cluster"": {""server"": 113123}, ""tool_env"": {""nginx_wrk"": [36267]}, ""component"": {""nginx_wrk"": [36268]}}"
44,426205,scale=5000,"{""#super_pi_sys_time"": 0.0, ""#super_pi_real_time"": 14.88, ""#super_pi_user_time"": 14.88}","{""scale"": 5000, ""background"": false}",119166,321075,321076,"{""cvm_cpu"": ""8"", ""platform"": ""qcloud"", ""test_name"": ""super_pi_baseline"", ""tool_name"": ""super_pi"", ""cvm_memory"": ""16 GB"", ""cvm_os_type"": ""Tencent tlinux release 2.2 (tkernel3)"", ""cvm_version"": ""name_29"", ""cvm_cpu_type"": ""name_28"", ""tool_version"": ""default"", ""component_name"": ""cvm"", ""component_version"": ""default""}",73258198,300041,11162876,"{""cluster"": {""server"": 117899}, ""tool_env"": {""super_pi"": [37402]}, ""component"": {""super_pi"": [40532]}}"
45,208526,cores_num=1;model=cpu;timeout=60;type=benchmark,"{""#stress_ng_ops"": ""13052"", ""stress_ng_cpu_pi"": ""80952238"", ""stress_ng_cpu_fft"": ""28908"", ""stress_ng_cpu_gcd"": ""105673"", ""stress_ng_cpu_jmp"": ""7343679"", ""stress_ng_cpu_ln2"": ""6139293"", ""stress_ng_cpu_phi"": ""817550108"", ""stress_ng_cpu_pjw"": ""3609179"", ""stress_ng_cpu_psi"": ""308963533"", ""stress_ng_cpu_rgb"": ""3794551"", ""stress_ng_cpu_gray"": ""1412084"", ""stress_ng_cpu_idct"": ""2564966"", ""stress_ng_cpu_int8"": ""4210766"", ""stress_ng_cpu_loop"": ""1228807"", ""stress_ng_cpu_rand"": ""1310652"", ""stress_ng_cpu_sdbm"": ""6829015"", ""stress_ng_cpu_sqrt"": ""564100"", ""stress_ng_cpu_trig"": ""59983"", ""stress_ng_cpu_zeta"": ""46183"", ""stress_ng_sys_time"": ""0.00"", ""stress_ng_usr_time"": ""60.00"", ""stress_ng_cpu_crc16"": ""8750"", ""stress_ng_cpu_djb2a"": ""7626631"", ""stress_ng_cpu_euler"": ""1236319824"", ""stress_ng_cpu_float"": ""2462086"", ""stress_ng_cpu_fnv1a"": ""6789571"", ""stress_ng_cpu_gamma"": ""24513"", ""stress_ng_cpu_hanoi"": ""13722"", ""stress_ng_cpu_int16"": ""4541590"", ""stress_ng_cpu_int32"": ""4293520"", ""stress_ng_cpu_int64"": ""4340075"", ""stress_ng_cpu_nsqrt"": ""8665"", ""stress_ng_cpu_omega"": ""259831831"", ""stress_ng_cpu_prime"": ""1068"", ""stress_ng_cpu_sieve"": ""1610"", ""stress_ng_cpu_union"": ""1178683"", ""stress_ng_real_time"": ""60.03"", ""stress_ng_cpu_bitops"": ""248178"", ""stress_ng_cpu_cfloat"": ""270352"", ""stress_ng_cpu_dither"": ""15055"", ""stress_ng_cpu_double"": ""673634"", ""stress_ng_cpu_explog"": ""8930"", ""stress_ng_cpu_int128"": ""387652"", ""stress_ng_cpu_jenkin"": ""2319787"", ""stress_ng_cpu_parity"": ""1901384"", ""stress_ng_cpu_queens"": ""6483"", ""stress_ng_cpu_rand48"": ""287540"", ""stress_ng_cpu_cdouble"": ""595457"", ""stress_ng_cpu_hamming"": ""46634"", ""stress_ng_cpu_callfunc"": ""8872356"", ""stress_ng_cpu_ackermann"": ""500"", ""stress_ng_cpu_correlate"": ""2816"", ""stress_ng_cpu_fibonacci"": ""980377553"", ""stress_ng_cpu_hyperbolic"": ""94243"", ""stress_ng_cpu_int32float"": ""2445333"", ""stress_ng_cpu_int64float"": ""2467816"", ""stress_ng_cpu_longdouble"": ""85426"", ""stress_ng_cpu_matrixprod"": ""18991"", ""stress_ng_cpu_clongdouble"": ""4219"", ""stress_ng_cpu_int128float"": ""352972"", ""stress_ng_cpu_int32double"": ""709417"", ""stress_ng_cpu_int64double"": ""727291"", ""stress_ng_cpu_int128double"": ""258747"", ""stress_ng_cpu_int32longdouble"": ""84492"", ""stress_ng_cpu_int64longdouble"": ""84446"", ""#stress_ng_real_time_ops_per_s"": ""217.44"", ""stress_ng_cpu_int128longdouble"": ""70045"", ""#stress_ng_usr_sys_time_ops_per_s"": ""217.53""}","{""type"": ""benchmark"", ""model"": ""cpu"", ""timeout"": 60, ""cpu_load"": null, ""cores_num"": 1, ""background"": false, ""sleep_time"": 60, ""cores_factor"": null, ""interval_install_dir"": ""/data/stress_ng""}",57019,157803,157804,"{""cvm_cpu"": ""8"", ""platform"": ""default"", ""test_name"": ""stress_ng_debug"", ""tool_name"": ""stress_ng"", ""cvm_memory"": ""16 GB"", ""cvm_os_type"": ""CentOS Linux release 7.2 (Final)"", ""cvm_version"": null, ""name_13"": ""name_9"", ""tool_version"": ""0.07.29"", ""component_name"": ""cvm"", ""component_version"": ""default""}",22810328,102275,3483721,"{""cluster"": {""server"": 57516}, ""tool_env"": {""stress_ng"": [14093]}, ""component"": {""stress_ng"": [14094]}}"
46,347032,duration=300;pkgSpeed=280000,"{""tymydclient_qps"": 57893.0, ""tymydclient_RecvPkg"": 3068357.0, ""tymydclient_SendPkg"": 3080000.0, ""tymydclient_SendFail"": 0.0, ""#tymydclient_TimelyQps"": 292205.0, ""tymydclient_ReconnectTimes"": 0.0, ""tymydclient_TimelySendFail"": 0.0, ""tymydclient_TimelyAverageDelay"": 140.0}","{""host"": ""127.0.0.1"", ""duration"": 300, ""pkgSpeed"": 280000, ""onlineNum"": 1000}",99504,259621,259622,"{""cvm_cpu"": ""124"", ""platform"": ""qcloud"", ""test_name"": ""tymyd_baseline"", ""tool_name"": ""tymydclient"", ""cvm_memory"": ""424 GB"", ""cvm_cpu_qos"": true, ""cvm_os_type"": ""CentOS Linux release 8.2.2004 (Core)"", ""cvm_version"": ""name_17"", ""cvm_cpu_type"": ""name_0"", ""tool_version"": ""1.0"", ""host_cpu_type"": ""name_0"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_18"", ""component_version"": ""default"", ""host_cpu_isolation"": {""host"": {""vm"": ""2-32,38-68,74-104,110-140"", ""dpdk"": ""33-35,69-71,105-107,141-143"", ""host"": ""0-1,36-37"", ""spdk"": ""72-73,108-109""}}, ""host_manufacturer_name"": ""name_3""}",58531646,289260,8747899,"{""cluster"": {""server"": 114034}, ""tool_env"": {""tymydclient"": [36269]}, ""component"": {""tymydclient"": [36270]}}"
47,426210,"duration=300,mode=cpu,threads=70","{""#sysbench_events_per_second"": 249281}","{""mode"": ""cpu"", ""threads"": 70, ""duration"": 300}",119168,321081,321082,"{""cvm_cpu"": ""70"", ""platform"": ""qcloud"", ""test_name"": ""sysbench_cpu_baseline"", ""tool_name"": ""sysbench"", ""cvm_memory"": ""192 GB"", ""cvm_os_type"": ""CentOS Linux release 8.2"", ""cvm_version"": ""name_14"", ""tool_version"": ""1.0.17"", ""component_name"": ""cvm"", ""component_version"": ""default""}",73257623,353809,11162651,"{""cluster"": {""server"": 143571}, ""tool_env"": {""sysbench"": [43384]}, ""component"": {""sysbench"": [43385]}}"
48,220012,default,"{""#ls_time"": 18}",{},60517,148524,2562,"{""dd"": ""name_11"", ""cvm_cpu"": ""1"", ""platform"": ""default"", ""test_name"": ""demo"", ""tool_name"": ""ls"", ""cvm_memory"": ""2 GB"", ""cvm_version"": ""name_11"", ""cvm_cpu_type"": ""name_9"", ""tool_version"": ""1.0"", ""host_cpu_type"": ""name_9"", ""component_name"": ""cvm"", ""host_memory_type"": ""name_12"", ""component_version"": ""name_11"", ""host_cpu_isolation"": {""host"": {""vm"": ""1-3,5-22,25-27,29-46,49-51,53-70,73-75,77-94"", ""dpdk"": ""23,47,71,95"", ""host"": ""0,48"", ""spdk"": ""4,24,28,52,72,76""}}, ""host_manufacturer_name"": ""name_10""}",7a7ba22b-2d3e-4ecd-83cf-37fcb751bc1d,qta_task_result,14525532,"{""component"": {""ls"": [16201]}}"
